src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,comments,logg,logg Err,N_planets,R_s,R_s Err,R_p,R_p Err,T_eq,T_eff,T_eff Err,Insol_p,SNR_p,Centroid offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Created,Updated
spoc,123482865,00569.01,PC,115.102738,-42.154645,9.43,0.018,1523.091209,0.001309,13.113683,0.001803,2.711259,0.10794,2858.030303,135.67715,8,crowded field; possible warm Jupiter,4.36113,0.340345,1,1.32994,0.163733,7.91359,1.006706,988.620949,6845.0,203.0,225.756487,23.07608,False,3,4,3,3,4,4,4,2019-04-05 20:18:16.968750+00:00,2019-04-11 17:53:43.150274+00:00
spoc,126733133,00570.01,PC,136.955176,-51.867096,9.983,0.018,1517.450907,0.001008,1.468833,0.00011,0.778269,0.317153,1259.181826,112.25229,8,very crowded field; centroid pulling to fainter objects but significance is low,4.27298,0.291496,1,1.26693,0.168267,4.614223,4.429623,1836.304645,5973.0,192.0,2687.199638,12.123184,False,3,4,3,3,4,4,4,2019-04-05 20:18:17.020679+00:00,2019-04-11 17:53:43.145657+00:00
spoc,270468559,00571.01,PC,135.344391,6.097231,11.512,0.018,1519.463677,0.001051,4.641547,0.000453,3.861752,0.102874,7829.219673,194.85005,8,HAT-P-42,4.14093,0.0,1,1.53,0.0,13.670299,0.446386,1306.148029,5743.0,0.0,687.845024,29.595682,False,5,5,5,5,5,5,5,2019-04-05 20:18:17.695558+00:00,2019-04-11 17:53:43.100399+00:00
spoc,289535142,00572.01,PC,131.525004,-13.202894,12.483,0.018,1518.792059,0.000682,2.338247,0.000131,2.883574,0.060142,14405.705465,297.0594,8,possible odd-even; GAIA Rstar=1.086 Rsun,4.20742,0.0,1,1.53662,1.48836,18.882743,18.293007,1846.143624,6621.0,196.0,2745.256573,53.293125,False,3,4,3,3,4,4,4,2019-04-05 20:18:17.852446+00:00,2019-04-11 17:53:43.086924+00:00
spoc,296780789,00573.01,PC,142.3472,-14.5114,12.519,0.04,1524.632662,0.000164,13.577007,0.000232,1.702298,0.024588,143013.762227,3648.2417,8,either a giant planet around an M dwarf or an M dwarf binary system,4.91079,0.395467,1,0.338,0.057,18.920494,63.844086,313.225377,3404.0,67.0,2.274829,160.19263,False,3,4,3,3,4,4,4,2019-04-05 20:18:17.905221+00:00,2019-04-11 17:53:43.082316+00:00
spoc,315002523,00574.01,PC,144.926863,-28.58559,12.371,0.018,1518.617327,0.002583,3.302889,0.000617,5.296093,0.186031,8470.261461,397.23862,8,HATS-26,3.93311,0.0,1,2.04,0.0,19.485282,0.717203,1757.235166,6071.0,0.0,2253.411702,15.186729,False,5,5,5,5,5,5,5,2019-04-05 20:18:18.150868+00:00,2019-04-11 17:53:43.060039+00:00
spoc,377064495,00561.01,PC,148.18559,6.216373,9.495,0.017,1527.055259,0.006522,10.781327,0.009318,4.858829,0.398929,1207.24764,139.98335,8,period may be an integer multiple,4.52526,0.28868,3,0.875368,0.11347,3.772776,0.561314,727.860233,5391.0,185.0,66.330454,9.518034,False,2,4,1,1,4,4,4,2019-04-05 20:18:18.505005+00:00,2019-04-11 17:53:43.033289+00:00
spoc,377064495,00561.02,PC,148.18559,6.216373,9.495,0.017,1517.49812,0.001694,0.446547,6.4e-05,1.366769,0.29138,289.999091,29.232874,8,USP,4.52526,0.28868,3,0.875368,0.11347,1.55421,1.522861,2103.695493,5391.0,185.0,4628.630447,9.071973,False,1,4,1,1,4,4,4,2019-04-05 20:18:18.520496+00:00,2019-04-11 17:53:43.028556+00:00
spoc,377064495,00561.03,PC,148.18559,6.216373,9.495,0.017,1521.850243,0.005659,16.37165,0.006706,3.478042,0.440894,922.871077,105.64288,8,clean transit affected by heavy gapping from candidate .02 at 0.4 days,4.52526,0.28868,3,0.875368,0.11347,2.842121,0.743704,633.249107,5391.0,185.0,38.003128,9.147246,False,2,4,1,1,4,4,4,2019-04-05 20:18:18.535858+00:00,2019-04-11 17:53:43.024090+00:00
spoc,386435344,00575.01,PC,127.995236,-16.884928,8.74,0.018,1520.089078,0.001479,16.597333,0.002329,2.784924,0.157381,2308.886233,113.25557,8,v-shaped; impact parameter close to 1; possible single transit on first transit; offset flag at 4-sigma level; possible blend,4.00314,0.334497,1,1.91432,0.249482,15.021465,13.477695,1062.740604,6529.0,199.0,301.460279,22.335493,False,3,4,3,3,4,4,4,2019-04-05 20:18:18.588403+00:00,2019-04-11 17:53:43.019568+00:00
spoc,410094645,00577.01,PC,133.258936,-22.198162,12.337,0.018,1517.977493,0.000673,3.329788,0.000167,3.24713,0.050201,22427.298659,295.96988,8,large possible hot Jupiter; GAIA Rstar=1.54 so the planet may be potentially smaller than 29 REarth,4.14244,0.0,1,1.81463,1.46078,29.279236,23.5713,1917.73536,7341.0,189.0,3196.507337,80.501144,False,3,4,3,3,4,4,4,2019-04-05 20:18:18.851513+00:00,2019-04-11 17:53:42.996715+00:00
spoc,413248763,00562.01,PC,144.0068,-21.6608,8.735,0.032,1517.999665,0.000969,3.930792,0.000266,1.332557,0.175295,1164.257581,66.07022,8,,4.90573,0.061793,1,0.359,0.011,1.304729,0.27083,493.404469,3505.0,90.0,14.006619,16.503141,False,1,4,1,1,4,4,4,2019-04-05 20:18:18.956776+00:00,2019-04-11 17:53:42.987237+00:00
spoc,423275733,00578.01,PC,140.506383,-23.946162,12.276,0.02,1518.691507,0.001066,2.052978,0.000169,2.652157,0.08004,10176.900286,279.0493,8,WASP-142,4.13259,0.0,1,1.64,0.0,17.973576,0.384379,1820.691416,6010.0,0.0,2596.966695,24.794462,False,5,5,5,5,5,5,5,2019-04-05 20:18:19.009472+00:00,2019-04-11 17:53:42.981667+00:00
qlp,238061845,00579.01,PC,104.121279,-50.157913,9.594,0.017,1470.06147,0.00284,1.68418,0.00011,1.52,0.409,675.418,2.28888,8,"TIC star 5"" to east",0.17,,1,4.94,0.12,14.1119,0.888568,1390.0,4959.7,59.4,620.956,13.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:00.250145+00:00,2019-04-10 19:04:14.394164+00:00
qlp,81419525,00580.01,PC,123.108307,-46.109171,9.519,0.021,1518.38132,0.00239,1.54959,0.00027,2.873,0.154,6425.09,402.429,8,"3 GAIA stars within 5""",,,1,,,,,4311.0,8362.9,439.8,57385.2,32.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:01.042332+00:00,2019-04-10 19:03:43.067039+00:00
qlp,180987952,00581.01,PC,130.261521,-41.44282,9.494,0.032,1518.60799,0.00303,1.38846,0.0003,1.514,0.341,553.724,1.60118,8,,4.08,1.27,1,,,,,2851.0,9761.5,145.6,10968.5,14.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:00.667949+00:00,2019-04-10 19:03:30.821058+00:00
qlp,287474726,00582.01,PC,127.128099,-28.359269,9.385,0.031,1519.09756,0.00584,3.74237,0.00128,2.48,0.413,520.63,1.81559,8,,4.08,1.3,1,,,,,2012.0,9280.0,321.7,2723.41,10.0,False,3,4,3,3,4,4,4,2019-04-01 16:51:57.796618+00:00,2019-04-10 19:03:14.032407+00:00
qlp,131743355,00583.01,PC,118.476438,-39.99303,9.336,0.019,1493.97709,0.00061,6.56028,0.00019,1.098,0.163,3288.79,2.59234,8 7,,4.26,0.41,1,,,,,1036.0,9162.0,264.3,191.29,46.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:04.547534+00:00,2019-04-10 19:02:47.522508+00:00
qlp,74482749,00584.01,PC,137.518438,-43.924975,9.069,0.02,1518.15634,0.00202,1.25987,0.00019,1.377,0.433,3930.46,14.6697,8,,3.63,0.53,1,3.05,0.12,21.0417,1.52425,2467.0,7723.5,150.3,6156.96,13.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:00.125616+00:00,2019-04-10 19:02:26.441673+00:00
qlp,190990336,00585.01,PC,134.373095,-39.778427,8.935,0.017,1522.93883,0.00032,5.54714,0.00022,4.835,0.041,11569.0,0.324936,8,there might be a secondary,4.29,0.33,1,1.66,0.08,19.6103,0.897919,1389.0,6118.1,137.4,619.499,212.0,False,3,4,3,3,4,4,4,2019-04-01 16:51:58.556973+00:00,2019-04-10 19:02:13.167239+00:00
qlp,131979339,00586.01,PC,118.913617,-37.857728,8.188,0.018,1492.31772,0.00121,22.64414,,4.006,0.216,6000.0,,8 7,Period is likely double; V shaped,3.92,0.35,1,,,,,1881.0,8425.5,508.4,2080.09,39.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:01.219978+00:00,2019-04-10 19:01:42.298507+00:00
qlp,294090620,00587.01,PC,130.396025,-22.194329,7.824,0.017,1520.16789,0.00181,8.00924,0.00207,6.362,0.459,5599.54,4.89457,8,Period needs refinement; possible secondary,,,1,,,,,2682.0,9333.0,286.1,8594.3,98.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:04.096257+00:00,2019-04-10 19:01:35.400029+00:00
qlp,130415266,00588.01,PC,104.749864,-47.023362,7.281,0.031,1481.0,,40.0,,6.147,0.06,7000.0,,8 6,Period is double or four times larger; T0=1481,,,1,,,,,1886.0,9624.0,635.9,2101.55,28.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:03.013010+00:00,2019-04-10 19:00:39.825495+00:00
qlp,146261607,00591.01,PC,123.581912,-34.81935,10.168,0.019,1493.56068,0.00065,1.0,,5.93,0.081,17940.0,0.227926,8 7,Matched signal is EB at twice the period; crowded field; transit depth increases with aperture; there is a second signal at 1-day period,4.08,1.27,1,,,,,3005.0,9365.0,407.8,13551.7,21.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:03.038191+00:00,2019-04-10 18:47:21.022807+00:00
qlp,128463355,00593.01,PC,118.059585,-29.71401,10.07,0.018,1500.0,,13.1,,2.987,0.146,8000.0,,8 7,The Rp is diluted; actual Rp is about 21 Re. V-shaped. Period is double (13.1 days). Need SG1 to check 128463706 and get the appropriate depth.,3.81,0.48,1,2.24,0.25,36.7881,10.0868,1508.0,6277.4,362.2,858.52,33.0,False,3,4,3,3,4,4,4,2019-04-01 16:52:02.034078+00:00,2019-04-10 18:39:09.912107+00:00
spoc,311183180,00550.02,PC,55.031424,5.874627,9.002,0.018,1447.398548,0.000442,10.043245,0.00061,3.099789,0.039044,21393.227138,234.72195,5,Gaia DR2 R = 1 R_Sun; likely grazing eccentric binary with nearly equal brightness stars,4.71,0.01,2,0.670549,0.02346,16.682435,6.3188,625.292129,5076.0,8.0,36.128743,85.7181,False,3,4,3,3,4,4,4,2019-02-26 16:21:13.818196+00:00,2019-04-03 16:51:05.473436+00:00
spoc,311183180,00550.01,PC,55.031424,5.874627,9.002,0.018,1439.585605,0.000238,13.249837,0.000328,3.255177,0.02137,24779.049904,139.71046,5,,4.71,0.01,2,0.670549,0.02346,17.850505,3.745235,570.12593,5076.0,8.0,24.969174,181.30376,False,3,4,3,3,4,4,4,2019-02-26 16:21:13.802320+00:00,2019-04-03 16:50:58.733781+00:00
spoc,325680697,00414.01,PC,36.853348,-12.038913,9.125,0.02,1411.517989,0.000337,1.824848,4e-05,1.96736,0.029417,5926.45502,56.519302,4,follow-up in progress; possible EB,3.51,0.12,1,1.29185,0.131313,16.707169,5.255094,2220.059506,5773.74,76.0,5740.893145,119.0694,False,3,4,3,3,4,4,4,2019-01-31 17:54:52.031947+00:00,2019-03-28 00:11:55.211460+00:00
spoc,93125144,00523.01,PC,84.846542,-19.558202,9.579,0.019,1472.959693,0.001169,9.91102,0.001685,2.981681,0.100397,6044.13412,570.8092,6,Transits could be the result of detrending residuals from stellar variability,4.29723,0.337979,1,0.941705,0.147578,7.705774,1.300738,719.80306,4692.0,177.0,63.441838,15.278281,False,3,4,3,3,4,4,4,2019-02-26 17:36:49.734400+00:00,2019-03-28 00:05:29.447104+00:00
spoc,365690646,00524.01,PC,81.543272,6.912369,10.058,0.018,1471.143375,0.002412,12.983175,0.003306,1.527578,0.761684,1180.996904,161.23894,6,Potentially instrument noise,4.14716,0.016843,1,1.67983,0.066178,5.933251,6.288821,1138.794811,6962.64,13.5697,397.468687,7.579506,False,3,4,3,3,4,4,4,2019-02-26 17:36:59.570179+00:00,2019-03-28 00:04:19.506361+00:00
spoc,71512186,00525.01,PC,90.169892,-8.468093,8.77,0.018,1471.035468,0.003723,14.821751,0.005283,6.071374,0.599665,486.159685,42.113205,6,possibly marginal,4.22374,0.333564,1,1.60059,0.188814,3.633732,1.194901,1064.85008,7064.0,206.0,303.860937,10.557674,False,3,4,3,3,4,4,4,2019-02-26 17:36:49.384074+00:00,2019-03-27 23:44:38.577676+00:00
spoc,200593988,00526.01,PC,85.3354,11.1946,12.271,0.04,1470.849292,0.004324,7.699087,0.003345,4.380607,0.39642,8072.469566,625.70715,6,possibly marginal,4.81052,0.362772,1,0.45,0.07,6.21451,8.41901,438.293584,3617.0,67.0,8.721305,16.209078,False,3,4,3,3,4,4,4,2019-02-26 17:36:52.902906+00:00,2019-03-27 23:43:19.333798+00:00
spoc,148228019,00527.01,PC,101.188763,-36.657378,8.236,0.019,1470.738689,0.000423,18.089162,0.000598,2.523193,0.042905,5554.374458,72.318954,6,GAIA Rstar=2.2Rsun; planet is likely larger than 16Re,4.13809,1.60578,1,1.83686,1.46018,22.21757,18.995506,1104.19778,7403.0,211.0,351.324535,85.64537,False,3,4,3,3,4,4,4,2019-02-26 17:36:51.189026+00:00,2019-03-27 23:39:18.495643+00:00
spoc,238086647,00510.01,PC,104.9583,-49.507177,8.437,0.019,1492.578165,0.001521,1.352479,0.000156,0.561656,0.151217,329.981324,44.062145,7,marginal signal; offset not consistent with nearby stars,4.1283,0.268589,1,1.48283,0.177962,2.809534,2.816144,2028.417841,5915.0,191.0,4000.83544,7.217847,False,2,4,1,1,4,4,4,2019-03-18 17:05:08.820767+00:00,2019-03-25 21:25:48.822618+00:00
spoc,403693875,00528.01,PC,105.0062,11.0435,13.329,0.059,1469.705671,0.002002,3.524465,0.000652,3.103957,0.160922,21822.783693,1004.7591,6,,4.68568,0.375183,1,0.613,0.1,9.045877,1.545847,688.583301,3965.0,147.0,53.130872,17.919674,False,3,4,3,3,4,4,4,2019-02-26 17:37:00.149848+00:00,2019-03-21 14:31:52.049325+00:00
spoc,438490744,00529.01,PC,100.256,16.5896,14.277,0.059,1468.4958,0.002003,1.665878,0.000283,4.956738,0.144742,85643.986097,2600.0479,6,,5.10725,0.532457,1,0.172,0.038,6.98229,5.428897,463.550412,3021.0,97.0,10.912114,19.085302,False,3,4,3,3,4,4,4,2019-02-26 17:37:01.010676+00:00,2019-03-21 14:31:52.044573+00:00
spoc,387690507,00530.01,PC,103.4128,12.8818,13.447,0.04,1470.200137,0.00213,6.388488,0.001123,2.51086,0.188794,27555.572001,1452.0349,6,Possible centroid,4.78199,0.354944,1,0.486,0.074,8.128405,1.325437,487.020094,3688.0,69.0,13.295618,16.44689,False,3,4,3,3,4,4,4,2019-02-26 17:36:59.937666+00:00,2019-03-21 14:31:52.016553+00:00
spoc,302895996,00531.01,PC,83.1166,15.5561,13.596,0.059,1468.847149,0.002165,0.567995,0.000108,1.408867,0.400217,5208.552517,500.4922,6,,4.88307,0.464398,1,0.368,0.073,2.671369,1.172365,940.711038,3462.0,103.0,185.074235,9.056893,True,2,4,1,1,4,4,4,2019-02-26 17:36:58.034621+00:00,2019-03-21 14:31:52.002678+00:00
spoc,144700903,00532.01,PC,85.0799,11.5629,12.663,0.04,1470.576303,0.001184,2.326811,0.000249,1.669099,0.169089,8583.056608,368.0338,6,,4.69039,0.330439,1,0.606,0.086,5.611109,1.093347,784.08791,3946.0,69.0,89.326441,20.497864,False,3,4,3,3,4,4,4,2019-02-26 17:36:51.096236+00:00,2019-03-21 14:31:51.956279+00:00
spoc,440777904,00511.01,PC,108.825066,14.262595,11.249,0.018,1491.696318,0.00066,3.355138,0.000152,3.657982,0.046856,10765.367768,131.62984,7,HAT-P-24 b,4.27283,0.0,1,1.32,0.0,13.988914,0.173052,1498.00084,6373.0,0.0,1190.061018,78.209305,False,5,5,5,5,5,5,5,2019-03-18 17:05:14.774327+00:00,2019-03-20 15:50:13.983293+00:00
spoc,119292328,00512.01,PC,96.646653,-38.606739,8.953,0.017,1492.783555,0.004878,7.187118,0.002616,2.862583,0.505017,299.916814,37.084618,7,,4.52166,0.26533,1,0.901914,0.105192,1.665999,0.957696,868.078359,5581.0,187.0,134.201299,7.453777,False,2,4,1,1,4,4,4,2019-03-18 17:05:03.100573+00:00,2019-03-20 15:50:13.950337+00:00
spoc,431999925,00513.01,PC,120.7896,-20.0098,14.782,0.059,1492.93007,0.008993,1.445433,0.000968,3.684343,0.720241,16635.28994,2183.4067,7,likely on TIC 431999916 which has lower end Gaia Rstar=2.8 Rsun and is 0.9 brighter than the target in T-band; still possibly planetary,4.98546,0.527945,1,0.269,0.06,3.493627,0.975823,593.170978,3266.0,101.0,29.257727,7.890174,False,2,4,2,2,4,4,4,2019-03-18 17:05:14.653120+00:00,2019-03-20 15:50:13.926867+00:00
spoc,366576758,00514.01,PC,127.882981,11.922295,13.598,0.018,1495.846027,0.00294,11.388472,0.004193,3.8512,0.322052,17119.675568,970.04205,7,K2-114b,4.51935,0.0,1,0.83,0.0,10.782324,0.988451,662.047816,5027.0,0.0,45.40236,17.009926,False,5,5,5,5,5,5,5,2019-03-18 17:05:13.505537+00:00,2019-03-20 15:50:13.805850+00:00
spoc,366622912,00515.01,PC,128.067122,11.630687,13.725,0.019,1493.28254,0.001202,3.115247,0.000286,2.299143,0.104384,25478.152935,814.3786,7,GAIA radius = 0.7 Rsun and Teff = 5000 K,4.438,0.0,1,1.0,0.0,15.83531,0.706427,1073.746827,4973.0,172.0,314.14386,26.915272,False,3,4,3,3,4,4,4,2019-03-18 17:05:13.630062+00:00,2019-03-20 15:50:13.739902+00:00
spoc,318937509,00516.01,PC,112.3815,2.8481,14.15,0.059,1492.649974,0.000949,1.04855,7.3e-05,1.062799,0.058793,34644.953978,2105.8394,7,v-shaped,5.06577,0.548895,1,0.202,0.046,4.183797,0.977004,580.945626,3109.0,98.0,26.919249,20.462208,False,2,4,2,2,4,4,4,2019-03-18 17:05:12.042218+00:00,2019-03-20 15:50:13.707244+00:00
spoc,308307606,00517.01,PC,120.199967,-60.865677,13.151,0.018,1496.577842,0.003205,15.00263,0.004596,2.451605,0.266214,10534.36713,1028.2451,7,9.9 day eccentric system with separations between events of ~4.72; 5.16; 4.72; 5.16 days,4.39493,0.0,1,1.03562,1.03562,11.937991,11.974361,721.993528,5522.0,180.0,64.217622,11.168397,False,3,4,3,3,4,4,4,2019-03-18 17:05:11.812022+00:00,2019-03-20 15:50:13.702491+00:00
spoc,264979636,00518.01,PC,115.716835,8.866962,10.116,0.018,1495.790236,0.003243,17.87897,0.004585,2.124101,0.809095,976.801579,136.64546,7,low MES; possible centroid offset; GAIA Rstar=1.06Rsun,4.32233,0.294962,1,1.13674,0.151592,3.618524,4.193206,720.71963,5596.0,187.0,63.765593,7.363369,False,2,4,1,1,4,4,4,2019-03-18 17:05:09.782723+00:00,2019-03-20 15:50:13.344082+00:00
spoc,218795833,00519.01,PC,124.607,-19.6629,14.533,0.059,1491.877254,0.000411,1.265223,3.6e-05,1.240773,0.032097,139604.159278,2458.298,7,possible hot Jupiter around an M dwarf,5.00457,0.531516,1,0.251,0.056,9.497154,2.123624,600.858545,3225.0,100.0,30.804202,46.42827,False,3,4,3,3,4,4,4,2019-03-18 17:05:07.690774+00:00,2019-03-20 15:50:13.283615+00:00
spoc,148479278,00520.01,PC,102.658035,-37.960237,9.373,0.018,1491.707119,0.003087,0.522797,0.000125,2.014599,0.467167,139.104527,18.818766,7,possible NEB,4.33986,0.416811,1,1.46403,0.257435,1.809812,1.658171,3226.817984,7450.0,211.0,25622.345135,7.304356,False,2,4,1,1,4,4,4,2019-03-18 17:05:04.748326+00:00,2019-03-20 15:50:12.894110+00:00
spoc,27649847,00521.01,PC,123.3438,12.2217,12.429,0.168,1492.722769,0.00257,1.542131,0.000295,1.112434,0.281309,2384.399892,289.33447,7,Small star; marginal transit,4.97486,0.436074,1,0.268,0.047,1.449216,0.393694,613.364239,3439.0,69.0,33.449899,8.542186,False,2,4,2,2,4,4,4,2019-03-18 17:05:00.377999+00:00,2019-03-20 15:50:12.582036+00:00
spoc,19451711,00522.01,PC,124.602799,-7.571285,7.359,0.019,1491.704967,0.001292,0.397554,4.2e-05,1.712397,0.300345,107.215193,9.371282,7,V-shaped and short period; GAIA Rp=1.6 Rsun,4.438,0.0,1,1.89537,0.201579,2.023658,2.161255,3521.380955,7381.0,80.0,36339.00621,8.220099,False,1,4,1,1,4,4,4,2019-03-18 17:05:00.193935+00:00,2019-03-20 15:50:12.544981+00:00
spoc,192826603,00551.01,PC,82.714381,-36.630797,13.862,0.018,1438.08087,0.001297,2.647401,0.000222,1.073004,0.076458,21351.651726,1640.5468,5,NGTS-1 b,4.71907,0.0,1,0.57,0.0,9.441973,0.635813,729.711483,3916.0,0.0,67.007856,17.999537,False,5,5,5,5,5,5,5,2019-02-26 16:21:09.154392+00:00,2019-03-19 17:33:11.430792+00:00
spoc,44737596,00552.01,PC,60.949323,-25.408914,13.787,0.017,1438.161305,0.001164,2.788025,0.000223,1.809925,0.099056,25917.936643,927.7241,5,GAIA radius is 0.579 Rsun; planet might be 9 Re,4.438,0.0,1,1.0,0.0,16.111342,0.756992,818.685743,3654.0,162.0,106.167089,23.207384,False,3,4,3,3,4,4,4,2019-02-26 16:21:04.373859+00:00,2019-03-19 17:33:11.425989+00:00
spoc,161477033,00553.01,PC,73.260995,-45.540671,10.018,0.018,1443.221518,0.003863,14.058151,0.005392,3.514627,0.849132,858.616845,109.45815,5,Period could be half because of a data gap.,4.57025,0.276352,1,0.839854,0.102877,2.467289,2.266664,659.255873,5465.0,186.0,44.64132,8.819479,False,2,4,1,1,4,4,4,2019-02-26 16:21:07.711360+00:00,2019-03-19 17:33:11.407204+00:00
spoc,407966340,00554.01,PC,60.747939,9.208501,6.414,0.018,1442.619254,0.0019,7.048602,0.001508,3.287855,0.254539,319.089351,25.285463,5,Gaia DR2 R = 1.4 R_Sun; period might be twice (14.1 day).,4.438,0.0,1,1.8251,0.173796,3.411592,0.928319,1152.31453,6337.87,44.6906,416.682397,11.300715,False,1,4,1,1,4,4,4,2019-02-26 16:21:15.723018+00:00,2019-03-19 17:33:11.397781+00:00
spoc,170849515,00555.01,PC,70.3398,-32.3203,14.915,0.061,1438.148808,0.001631,1.941285,0.00022,1.778645,0.140177,37131.739763,1773.447,5,possible hot Jupiter.,4.72608,0.400388,1,0.559,0.097,10.832053,1.978026,788.191354,3837.0,133.0,91.211095,16.086195,False,3,4,3,3,4,4,4,2019-02-26 16:21:08.400164+00:00,2019-03-19 17:33:11.275302+00:00
spoc,59003115,00556.01,PC,57.225286,13.483566,11.225,0.018,1439.0759,0.00574,2.294185,0.000938,2.750763,0.652343,697.472004,94.25027,5,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).,4.62,0.03,1,0.707445,0.034104,1.95611,1.294193,1065.391077,5062.0,19.0,304.478914,7.231075,False,2,4,1,1,4,4,4,2019-02-26 16:21:04.933182+00:00,2019-03-19 17:33:11.167130+00:00
spoc,55488511,00557.01,PC,59.0172,-10.272,11.632,0.04,1439.541685,0.002597,3.345431,0.000626,0.989233,0.623719,1625.246979,219.4038,5,Low SNR; no GAIA radius,4.71022,0.33376,1,0.58,0.083,2.400484,3.239027,673.491833,3883.0,65.0,48.623961,8.038872,False,2,4,1,1,4,4,4,2019-02-26 16:21:04.643045+00:00,2019-03-19 17:33:11.158501+00:00
spoc,309791156,00533.01,PC,80.054737,-62.646003,10.889,0.018,1469.702437,0.003347,19.571264,0.004725,4.371547,0.472757,1996.462192,145.75507,6,,4.23,0.12,1,1.1335,0.18543,4.975624,1.972293,603.854477,4666.1,64.0,31.423182,13.002894,False,3,4,3,3,4,4,4,2019-02-26 17:36:58.218328+00:00,2019-03-15 00:58:12.054398+00:00
spoc,281909674,00534.01,PC,102.721137,-5.086445,14.347,0.018,1470.81495,0.006312,4.034793,0.002576,2.935156,0.561722,16956.554385,2158.7617,6,CoRoT-13b,4.46721,0.0,1,1.01,0.0,13.326335,2.154749,1166.391443,5945.0,0.0,437.419663,8.343057,False,5,5,5,5,5,5,5,2019-02-26 17:36:56.559699+00:00,2019-03-15 00:58:12.026641+00:00
spoc,280210963,00535.01,PC,100.765678,-1.296439,14.725,0.02,1471.022094,0.004864,2.827895,0.001353,2.917883,0.373583,62881.941723,5632.3027,6,CoRoT-12b,4.37342,0.0,1,1.12,0.0,28.35512,2.3337,1321.981661,5675.0,0.0,721.809716,11.14566,False,5,5,5,5,5,5,5,2019-02-26 17:36:56.469057+00:00,2019-03-15 00:58:12.022014+00:00
spoc,234825296,00536.01,PC,97.720408,0.226919,13.778,0.019,1473.381836,0.004741,9.246063,0.00685,2.410783,0.417757,13678.666105,1863.4429,6,CoRoT-20b; two planets in system,4.47813,0.0,1,1.02,0.0,12.972439,1.499757,872.805988,5880.0,0.0,137.148755,7.756979,False,5,5,5,5,5,5,5,2019-02-26 17:36:53.697796+00:00,2019-03-15 00:58:11.989572+00:00
spoc,234112540,00537.01,PC,101.277249,0.815248,13.418,0.018,1470.418354,0.002562,4.037678,0.001046,2.468802,0.237353,16013.756675,1046.6681,6,CoRoT-5b,4.28733,0.0,1,1.19,0.0,15.302772,1.240688,1317.557842,6100.0,0.0,712.196382,14.61223,False,5,5,5,5,5,5,5,2019-02-26 17:36:53.605656+00:00,2019-03-15 00:58:11.984974+00:00
spoc,237751146,00538.01,PC,104.3317,4.029,14.146,0.059,1469.915423,0.003011,1.669965,0.000425,2.731172,0.211828,26094.702288,1751.5109,6,,4.90948,0.480684,1,0.341,0.07,5.984065,1.270098,632.371973,3411.0,102.0,37.793008,13.053421,False,3,4,3,3,4,4,4,2019-02-26 17:36:54.065907+00:00,2019-03-15 00:58:11.980348+00:00
spoc,238004786,00539.01,PC,102.568448,-53.005629,10.544,0.018,1468.352187,0.002198,0.309543,6.2e-05,1.151041,0.362077,307.632657,37.377514,6,marginal signal. GAIA Rstar=0.81Rsun; short period,4.44968,0.343852,1,0.874579,0.141257,1.825583,0.677475,2194.725445,4836.0,178.0,5483.297344,7.751638,False,2,4,1,1,4,4,4,2019-02-26 17:36:54.158652+00:00,2019-03-15 00:58:11.971131+00:00
spoc,200322593,00540.01,PC,76.310149,-47.937629,11.483,0.017,1468.824507,0.00122,1.23936,0.000125,0.535398,0.333469,2254.661009,288.59222,6,may be due to a detrending residual of stellar variability,4.438,0.0,1,1.0,0.0,4.757795,6.941045,893.047005,3042.0,0.0,150.320522,8.91503,False,3,4,3,3,4,4,4,2019-02-26 17:36:52.719555+00:00,2019-03-15 00:58:11.952657+00:00
spoc,143271144,00541.01,PC,90.727497,-30.832956,14.604,0.019,1469.176584,0.004886,1.352966,0.000533,1.820567,0.340394,14841.399146,3080.9304,6,marginal signal,4.438,0.0,1,1.0,0.0,15.510087,16.279587,1419.297648,4978.0,180.0,958.991889,8.324243,False,3,4,3,3,4,4,4,2019-02-26 17:36:51.004886+00:00,2019-03-15 00:58:11.906396+00:00
spoc,94986319,00421.01,PC,81.853443,-14.276947,9.216,0.017,1472.268814,0.000966,16.069398,0.00136,2.768438,0.09762,3009.047158,83.474724,6,followup in progress,4.35658,2.00367,1,1.10966,1.10966,6.584517,6.588352,750.113403,5718.0,189.0,74.821895,35.742054,False,3,4,3,3,4,4,4,2019-02-26 17:36:49.825138+00:00,2019-03-15 00:58:11.883284+00:00
