src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,comments,logg,logg Err,N_planets,R_s,R_s Err,R_p,R_p Err,T_eq,T_eff,T_eff Err,Insol_p,SNR_p,Centroid offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Created,Updated
spoc,159951311,00265.01,PC,49.562227,-41.302145,11.664,0.018,1411.268589,0.000652,5.924519,0.000261,2.838426,0.06848,11985.026117,192.04625,4,WASP-139b,4.59604,0.0,1,0.8,0.0,8.750112,0.245928,839.136897,5310.0,0.0,117.17967,54.798508,False,3,4,3,3,4,4,4,2019-01-31 17:54:47.606861+00:00,2019-02-08 19:51:13.919153+00:00
spoc,152476657,00415.01,PC,62.616051,-45.898221,10.551,0.018,1411.729736,0.000855,3.610839,0.000214,3.500788,0.062768,5558.645442,111.734764,4,WASP-120b,4.03776,0.0,1,1.87,0.0,14.927136,0.232939,1715.872231,6450.0,0.0,2048.617062,49.219807,False,5,5,5,5,5,5,5,2019-01-31 17:54:47.471243+00:00,2019-02-08 19:51:13.909447+00:00
qlp,92359850,00387.01,PC,52.225563,-19.97976,9.608,0.018,1411.50406,0.00121,4.15493,0.00034,2.806,0.148,3880.91,1.33063,4,should check 92359852 with follow-up photometry,4.14,0.4,1,1.59,0.16,10.868,1.09388,1295.0,6270.0,314.4,468.014,66.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.912183+00:00,2019-02-08 18:54:06.639864+00:00
qlp,271900960,00389.01,PC,112.941801,-75.527428,8.252,0.017,1330.37074,0.00386,13.45913,0.00113,3.428,0.388,2579.32,281.435,4,,4.43,0.33,1,1.38,0.05,7.68909,2.55479,1524.0,6457.7,115.5,897.182,13.0,False,2,4,2,3,4,4,4,2019-01-16 19:24:30.871497+00:00,2019-02-08 18:54:06.598776+00:00
qlp,200723869,00257.01,PC,47.516558,-50.832418,7.012,0.017,1385.77602,0.00105,18.37073,0.0008,6.319,0.267,1284.07,0.203551,4,First event is a partial transit,,,1,1.98,0.05,7.79111,0.208925,907.0,6050.0,71.6,112.672,61.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.810531+00:00,2019-02-08 18:54:06.537333+00:00
qlp,167415965,00214.01,PC,99.460653,-70.932628,7.965,0.018,1336.68217,0.00393,18.55378,0.00112,3.643,0.453,314.619,0.424317,4,,4.5,0.03,1,0.77,0.03,1.49625,0.074895,647.0,5442.0,93.3,29.1529,13.0,False,1,4,1,1,4,4,4,2019-01-16 19:24:30.750994+00:00,2019-02-08 18:54:06.475847+00:00
qlp,328350926,00392.01,PC,46.931654,0.861311,8.253,0.018,1411.599,0.00022,0.84907,1e-05,1.358,0.03,19411.7,359.355,4,same pixel as 328350925 and 328350924,,,1,1.42,0.04,21.7335,3.0126,2504.0,5624.7,74.5,6528.8,216.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.692316+00:00,2019-02-08 18:54:06.414679+00:00
qlp,29960109,00393.01,PC,42.2493,-14.5379,10.72,0.219,1411.66942,0.00298,2.49221,0.00061,1.605,0.221,1213.94,3.7192,4,may be on 29960110,4.72,0.34,1,0.57,0.08,2.17691,0.33658,798.0,3856.0,68.0,67.6112,12.0,False,2,4,1,2,4,4,4,2019-01-16 19:24:30.672460+00:00,2019-02-08 18:54:06.394401+00:00
qlp,9858404,00394.01,PC,48.499528,-8.573568,7.956,0.019,1411.26947,0.00101,0.39149,2e-05,0.746,0.167,578.202,2.96102,4,v-shaped; some odd-even,3.73,0.43,1,2.25,0.09,5.95564,0.485043,2976.0,6216.1,120.4,13030.0,35.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.652495+00:00,2019-02-08 18:54:06.374116+00:00
qlp,272086159,00176.01,PC,115.0034,-72.2077,13.404,0.04,1363.04625,0.00081,16.15427,0.00013,1.608,0.132,73062.3,590.241,4,,4.98,0.41,1,,,,,333.0,3976.7,401.3,2.05436,21.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.613563+00:00,2019-02-08 18:54:06.333404+00:00
qlp,167418898,00383.01,PC,99.609505,-67.656173,10.179,0.018,1335.77232,0.00124,10.98042,0.00025,1.729,0.307,3142.6,7.96902,4,could be on 167418903,4.25,0.12,1,1.68,0.04,10.334,0.574855,811.0,6077.0,72.0,71.996,39.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.497887+00:00,2019-02-08 18:54:06.211975+00:00
qlp,38541473,00395.01,PC,56.304548,-10.973384,10.781,0.036,1415.51522,0.00173,6.06054,0.00116,2.59,0.239,22776.6,1217.37,4,large; possible EB,,,1,1.53,0.08,25.4732,6.01952,1205.0,5949.2,147.6,351.008,18.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:30.359707+00:00,2019-02-08 18:54:06.069589+00:00
qlp,219379012,00397.01,PC,76.833821,-48.115925,10.209,0.019,1412.48913,0.00312,1.54683,0.00029,1.156,0.232,3815.49,485.919,4,close companion star 219379014,3.89,0.12,1,1.01,0.06,6.8591,2.48239,2206.0,5973.5,185.9,3933.84,18.0,False,1,4,1,2,4,4,4,2019-01-16 19:24:30.222049+00:00,2019-02-08 18:54:05.926227+00:00
qlp,259701242,00401.01,PC,74.466266,-53.817906,8.206,0.018,1384.17554,0.00571,2.4861,0.0005,2.304,0.294,168.01,0.521377,4,may be on 259701232,4.48,0.25,1,0.99,0.03,1.40943,0.088487,1493.0,5928.0,85.6,825.993,10.0,False,1,4,1,1,4,4,4,2019-01-16 19:24:30.023671+00:00,2019-02-08 18:54:05.723395+00:00
qlp,176984236,00405.01,PC,101.909386,-66.328353,10.539,0.018,1326.54565,0.00069,1.75617,2e-05,1.784,0.239,2693.73,1.44687,4,possible EB on 176984248; small possible secondary eclipse,4.28,2.01,1,,,,,1784.0,6249.0,338.7,1685.06,76.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:29.944035+00:00,2019-02-08 18:54:05.641885+00:00
qlp,153065527,00406.01,PC,49.2624,-42.2424,11.222,0.04,1388.56658,0.00433,13.17363,0.00243,2.199,0.638,2087.47,7.78236,4,,4.94,0.4,1,0.31,0.05,1.55296,0.27801,438.0,3349.0,63.0,6.13004,10.0,False,1,4,1,1,4,4,4,2019-01-16 19:24:29.885442+00:00,2019-02-08 18:54:05.580578+00:00
qlp,349518800,00407.01,PC,111.211769,-62.092491,12.705,0.018,1326.66101,0.00166,2.16555,6e-05,3.471,0.147,4453.64,1.67333,4,possible EB; check 349518801 with photometric follow-up,4.26,,1,1.88,0.2,13.8175,1.47188,1846.0,5830.0,333.4,1928.88,29.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:29.768731+00:00,2019-02-08 18:54:05.457660+00:00
qlp,167754523,00409.01,PC,104.18169,-60.68697,9.083,0.017,1326.31473,0.00703,1.69992,0.00019,1.788,0.331,128.182,0.483356,4,centroid offset on 167754526,4.54,0.16,1,0.76,0.02,0.943189,0.06395,1324.0,4913.8,71.5,511.388,10.0,False,1,4,1,2,4,4,4,2019-01-16 19:24:29.650643+00:00,2019-02-08 18:54:05.335308+00:00
qlp,206466531,00410.01,PC,56.815204,-52.98515,9.992,0.018,1384.6552,0.00246,1.42748,0.00011,1.839,0.144,492.964,0.595871,4,,4.36,0.11,1,1.5,0.07,3.6631,0.20395,1748.0,6000.2,130.8,1550.74,16.0,False,1,4,1,1,4,4,4,2019-01-16 19:24:29.631196+00:00,2019-02-08 18:54:05.315418+00:00
qlp,277103955,00284.01,PC,84.25437,-66.791439,9.225,0.018,1326.41347,0.0077,1.30926,0.00016,2.76,0.406,112.12,0.482961,4,,4.57,0.32,1,0.73,0.04,0.851753,0.072415,1824.0,4779.8,128.6,1837.97,11.0,False,2,4,2,2,4,4,4,2019-01-16 19:24:28.807141+00:00,2019-02-08 18:54:05.079631+00:00
qlp,49899799,00416.01,PC,48.854273,-2.175283,8.259,0.018,1413.19546,0.00033,7.01152,0.00016,4.588,0.062,7442.97,0.369995,4,tropical Jupiter,4.01,0.31,1,1.9,0.02,18.05,0.243083,1212.0,6084.8,35.2,358.676,269.0,False,3,4,3,3,4,4,4,2019-01-16 19:24:28.552695+00:00,2019-02-08 18:54:04.814099+00:00
qlp,339733013,00417.01,PC,110.852026,-58.696747,10.038,0.018,1328.3763,0.00436,5.62145,0.00035,2.192,0.324,670.039,1.47739,4,may be on 339733023,4.24,0.11,1,1.27,0.08,3.60984,0.283019,946.0,5834.2,179.5,133.323,15.0,False,2,4,1,2,4,4,4,2019-01-16 19:24:28.512900+00:00,2019-02-08 18:54:04.773255+00:00
qlp,382626661,00283.01,PC,118.569575,-65.441521,9.649,0.019,1333.47461,0.00409,17.61744,0.00143,3.566,0.377,448.25,0.979635,4,two stars in center pixel,4.64,0.28,1,0.83,0.01,1.9302,0.09657,608.0,5203.0,46.3,22.7525,10.0,False,2,4,2,2,4,4,4,2019-01-16 19:24:28.472234+00:00,2019-02-08 18:54:04.731813+00:00
qlp,279251651,00419.01,PC,104.1553,-59.1833,10.521,0.04,1354.46663,0.00143,0.40387,1e-05,1.022,0.096,684.348,0.735206,4,Rstar 0.55; may be on 279251647,4.73,0.07,1,,,,,1695.0,4119.1,188.7,1370.28,37.0,False,2,4,1,2,4,4,4,2019-01-16 19:24:28.433284+00:00,2019-02-08 18:54:04.690114+00:00
spoc,141608198,00210.01,PC,88.960448,-73.984659,12.507,0.017,1329.821358,0.003362,9.010138,0.000985,1.870258,0.304552,4415.455564,388.95905,2 1,Gaia indicates this is a M dwarf. There is another star in the same aperture; SG1 needed.,4.438,0.0,1,1.0,0.0,7.051057,1.138021,496.304729,3275.0,0.0,14.338861,12.313416,False,3,4,3,3,4,4,4,2018-10-22 18:35:01.275103+00:00,2019-01-24 18:55:19.666773+00:00
qlp,47316976,00288.01,PC,340.307725,-28.032712,8.948,0.017,1364.46064,0.00204,,,6.204,0.866,1481.46,2.38882,2,single transit,3.95,0.37,1,2.05,0.04,8.69428,0.392926,1578.0,6446.2,66.5,1029.54,22.0,False,3,4,3,3,4,4,4,2018-09-28 22:22:05.612683+00:00,2018-12-20 19:41:34.453457+00:00
qlp,201292545,00289.01,PC,2.900495,-56.599656,11.393,0.018,1326.64586,0.00307,,,6.463,0.651,7480.96,59.805,2,single event; no period,3.92,0.45,1,1.71,0.05,16.2945,1.53125,1324.0,5695.0,82.3,510.954,33.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.967600+00:00,2018-12-20 19:40:34.760267+00:00
qlp,201233610,00290.01,PC,359.516537,-49.300804,12.899,0.018,1360.59149,0.00195,,,4.478,0.235,53195.8,1852.48,2,single event; really big,4.37,,1,1.75,0.03,44.3528,8.30602,1332.0,5749.7,44.7,523.345,42.0,False,3,5,3,3,5,5,5,2018-10-03 02:14:37.623590+00:00,2018-12-20 19:39:57.437285+00:00
qlp,49710555,00291.01,PC,352.164383,-10.859566,12.248,0.019,1359.62204,0.00326,12.07397,0.00381,3.626,0.293,19440.1,2105.12,2,possible centroid shift,4.35,,1,1.37,0.02,21.0059,6.91694,1115.0,5773.2,34.4,257.292,16.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:36.413400+00:00,2018-12-20 19:39:11.185401+00:00
qlp,180285396,00292.01,PC,14.713941,-36.68835,13.193,0.018,1363.14401,0.00301,10.3698,0.00451,2.272,0.21,11344.0,21.4374,2,V-shaped3,4.56,0.24,1,0.68,0.05,8.00825,0.674889,536.0,4684.9,168.5,13.7488,14.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.620405+00:00,2018-12-20 19:39:11.149862+00:00
qlp,355637190,00293.01,PC,358.154472,-54.468865,11.004,0.018,1326.22108,0.00072,0.80546,2e-05,1.189,0.183,3080.3,5.19045,2,V-shaped;,4.13,0.69,1,1.45,0.25,8.83739,1.5467,2365.0,5905.0,456.4,5194.22,71.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.579995+00:00,2018-12-20 19:39:11.114293+00:00
qlp,188570092,00294.01,PC,339.026294,-16.999954,11.386,0.033,1358.78126,0.0011,7.32829,0.00054,2.939,0.201,12507.5,4.38753,2,none,4.54,0.26,1,0.73,0.03,9.0024,0.425712,732.0,4628.8,100.5,47.917,72.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:36.313853+00:00,2018-12-20 19:39:11.078566+00:00
qlp,327952677,00295.01,PC,359.091748,-13.271651,12.058,0.019,1356.40432,0.00113,3.39656,0.00028,2.094,0.301,9322.75,8.23177,2,none,4.37,,1,1.28,0.08,13.5856,0.980623,1273.0,5835.9,192.7,437.265,50.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:36.293278+00:00,2018-12-20 19:39:11.042118+00:00
qlp,382463648,00296.01,PC,353.104835,-45.909528,13.042,0.018,1355.52978,0.00317,12.62733,0.00201,3.523,0.346,7993.2,12.1196,2,The period could be either 12.635 or 25.27,4.47,2.0,1,0.91,0.06,8.96608,0.704185,709.0,5378.0,187.7,42.02,16.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.540293+00:00,2018-12-20 19:39:11.006505+00:00
qlp,115242351,00297.01,PC,6.176856,-36.114396,13.006,0.018,1358.77289,0.0076,5.67116,0.00336,1.783,0.722,6169.6,475.513,2,none,4.52,2.0,1,1.06,0.1,9.14963,2.68054,848.0,4933.2,225.3,85.9398,9.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.519885+00:00,2018-12-20 19:39:10.971113+00:00
qlp,206686292,00298.01,PC,344.060677,-34.361099,12.708,0.018,1354.35602,0.0016,1.32901,0.00014,1.756,0.123,30730.6,3419.63,2,synchronized?,4.27,,1,1.54,0.11,29.7477,10.1385,2527.0,6565.0,229.8,6772.14,32.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:36.261026+00:00,2018-12-20 19:39:10.935450+00:00
qlp,156075294,00299.01,PC,10.594603,-48.29355,12.243,0.018,1354.69581,0.0036,5.72144,0.0012,4.069,0.758,5849.18,13.6477,2,none,4.39,,1,1.18,0.07,9.94459,0.769781,1405.0,5564.6,167.4,647.567,31.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.294682+00:00,2018-12-20 19:39:10.899693+00:00
qlp,166697854,00300.01,PC,35.737327,-53.070244,10.481,0.02,1354.42965,0.00237,2.75753,0.00046,1.376,0.164,1071.45,2.16867,2,two stars in the same pixel; Gaia radius of 166697854 is 1.6 Rsun; second star is 4 as away and dmag 4,2.99,0.25,1,1.94,0.4,6.99891,1.46553,1044.0,5776.5,94.0,197.323,17.0,False,3,4,3,3,4,4,4,2018-09-29 02:24:32.521989+00:00,2018-12-20 19:39:10.863975+00:00
qlp,144301052,00301.01,PC,354.297494,-42.010266,12.017,0.018,1356.92824,0.00631,3.74317,0.00187,2.781,0.369,1493.41,5.19818,2,none,4.3,,1,1.77,0.07,7.52503,0.540167,1326.0,5945.2,124.4,514.211,10.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.416984+00:00,2018-12-20 19:39:10.828065+00:00
qlp,229111835,00302.01,PC,17.480755,-52.239441,12.829,0.019,1356.68237,0.00169,6.70145,0.00101,1.579,0.172,9937.94,17.7796,2,none,4.59,0.22,1,0.61,0.07,6.72755,0.798127,531.0,4383.1,246.6,13.289,21.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.396573+00:00,2018-12-20 19:39:10.792400+00:00
qlp,145750719,00303.01,PC,341.364029,-14.991761,11.972,0.018,1357.55952,0.00192,3.56133,0.00058,3.763,0.245,4936.7,3.72449,2,none,4.37,2.0,1,1.52,0.15,11.7554,1.24018,1407.0,5464.6,280.0,651.023,36.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.979356+00:00,2018-12-20 19:39:10.756808+00:00
qlp,262530873,00304.01,PC,20.494044,-44.416756,12.466,0.018,1356.28606,0.00539,2.24172,0.00091,3.989,0.304,19016.2,28.7603,2,Likely EB; Big but flat bottomed.,4.28,,1,1.85,0.14,28.0463,2.3646,2056.0,6377.5,240.1,2971.37,13.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.375962+00:00,2018-12-20 19:39:10.720817+00:00
qlp,2758565,00287.01,PC,356.283124,-17.449174,12.284,0.018,1356.03117,0.00123,3.78192,0.00043,2.041,0.113,41928.5,3071.56,2,synchronized with stellar rotation,4.42,2.0,1,1.16,0.04,26.2274,7.14607,1340.0,5791.0,88.4,535.538,28.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.921624+00:00,2018-12-20 19:39:10.685207+00:00
qlp,102030574,00305.01,PC,15.844683,-44.705807,12.26,0.018,1364.10083,0.00074,9.94962,0.00096,4.23,0.32,17432.6,7.81254,2,likely EB;,4.31,,1,1.68,0.03,24.3742,0.647209,966.0,5819.0,46.6,144.726,73.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.335383+00:00,2018-12-20 19:39:10.649461+00:00
qlp,114749636,00306.01,PC,359.191553,-22.153163,11.708,0.018,1357.67041,0.00131,4.59971,0.0005,4.207,0.36,6999.89,1.35751,2,none,4.42,2.0,1,1.36,0.02,12.5113,0.229255,1606.0,5839.2,34.8,1105.01,53.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.862368+00:00,2018-12-20 19:39:10.613704+00:00
qlp,9100874,00307.01,PC,350.578441,-22.67739,13.073,0.019,1357.84005,0.00352,6.16425,0.00199,2.432,0.244,41769.7,4162.09,2,none,4.36,,1,1.25,0.14,28.0052,9.39178,1180.0,5795.0,343.1,322.896,16.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.842981+00:00,2018-12-20 19:39:10.577843+00:00
qlp,281710229,00308.01,PC,11.484669,-55.922574,11.645,0.018,1360.88042,0.00127,8.30985,0.00127,2.252,0.069,45266.8,1159.35,2,v-shaped;,,,1,0.85,0.09,19.8353,3.8578,786.0,4801.3,259.3,63.3678,67.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:37.176650+00:00,2018-12-20 19:39:10.542027+00:00
qlp,228507250,00309.01,PC,358.039584,-15.80083,12.328,0.017,1360.01144,0.00171,6.15864,0.00127,2.146,0.318,11755.7,11.1878,2,none,4.44,2.0,1,0.91,0.02,10.8743,0.381098,824.0,5407.5,45.0,76.5707,29.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.804217+00:00,2018-12-20 19:39:10.506015+00:00
qlp,175477257,00310.01,PC,351.105838,-36.975983,12.357,0.018,1356.58788,0.00149,4.26938,0.00043,3.786,0.323,7563.24,4.00559,2,none,4.35,,1,1.32,0.06,12.5807,0.650207,1362.0,5766.0,135.1,571.272,50.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.232835+00:00,2018-12-20 19:39:10.470249+00:00
qlp,434105231,00311.01,PC,354.33556,-13.455698,12.819,0.018,1354.99864,0.0005,0.79632,3e-05,1.175,0.051,38913.6,1729.29,2,maybe EB; V-shaped; some odd-even,4.61,0.23,1,0.9,0.06,19.6284,4.33412,1466.0,4062.7,135.5,767.389,76.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.765405+00:00,2018-12-20 19:39:10.434504+00:00
qlp,180145006,00312.01,PC,14.523299,-37.942514,12.208,0.018,1357.54535,0.00313,3.54148,0.00065,2.115,0.578,4668.74,12.9041,2,none,4.37,,1,1.27,0.01,9.56299,0.513511,1367.0,5787.0,31.6,580.215,22.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.171668+00:00,2018-12-20 19:39:10.398418+00:00
qlp,9102327,00313.01,PC,350.779792,-19.419677,11.258,0.018,1354.54332,0.00351,3.2615,0.00086,2.233,0.211,1652.28,2.86135,2,target star is two stars in Gaia ();  check if it is on target;,3.41,0.25,1,1.13,0.05,5.07097,0.314799,1248.0,5963.0,143.3,403.299,16.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.668083+00:00,2018-12-20 19:39:10.362601+00:00
qlp,316769613,00314.01,PC,354.668235,-32.860621,11.098,0.018,1355.59503,0.00519,10.18242,0.00536,3.897,0.679,992.522,3.54336,2,none,4.5,2.0,1,0.76,0.02,2.62695,0.169321,786.0,4852.1,59.0,63.5077,10.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.628153+00:00,2018-12-20 19:39:10.326724+00:00
qlp,66356824,00315.01,PC,12.076306,-32.119339,12.359,0.018,1355.60958,0.0027,1.77662,0.00036,1.297,0.21,2920.56,8.80054,2,none,4.4,2.0,1,1.37,0.07,8.14633,0.606067,1233.0,5602.0,141.6,384.727,14.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:39.110518+00:00,2018-12-20 19:39:10.290813+00:00
qlp,8988289,00316.01,PC,354.759305,-9.882061,12.996,0.019,1365.98759,9e-05,13.32379,0.0,2.561,0.0,95718.1,0.751665,2,V-shaped,4.59,0.22,1,0.84,0.04,28.7396,1.39025,526.0,4312.0,103.3,12.7172,48.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.470820+00:00,2018-12-20 19:39:10.255077+00:00
qlp,402319411,00317.01,PC,353.539987,-14.859942,12.888,0.018,1355.09217,0.00391,3.3262,0.00094,2.931,0.21,23018.2,28.4816,2,none,4.46,2.0,1,0.95,0.03,15.8602,0.768148,1212.0,5359.5,92.0,359.203,14.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.450914+00:00,2018-12-20 19:39:10.219458+00:00
qlp,206352378,00318.01,PC,355.015478,-53.039028,13.151,0.018,1327.33174,0.00117,3.74649,0.00014,2.118,0.27,18568.1,37.3027,2,V-shaped; need to check if it is on target.,4.53,0.27,1,0.73,0.02,10.9142,0.604215,1023.0,4804.3,78.2,181.904,53.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.947243+00:00,2018-12-20 19:39:10.147382+00:00
qlp,389753172,00319.01,PC,351.290954,-47.945505,12.63,0.018,1325.89923,0.00035,0.71356,1e-05,0.965,0.04,42497.5,1939.62,2,There is a potential odd even;,4.58,0.22,1,0.64,0.04,14.5829,3.23369,1572.0,4349.7,128.9,1014.52,78.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.783939+00:00,2018-12-20 19:39:10.111643+00:00
qlp,188593930,00320.01,PC,345.522736,-16.359925,12.345,0.06,1354.27607,0.00343,1.46503,0.00029,1.145,0.252,3162.12,9.28965,2,none,4.36,,1,0.88,0.12,5.43222,0.825769,1379.0,5912.5,441.0,601.367,15.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.430387+00:00,2018-12-20 19:39:10.075830+00:00
qlp,175476629,00321.01,PC,350.977728,-38.225709,12.794,0.018,1354.27156,0.00674,1.14057,0.00053,2.188,0.24,5009.01,843.33,2,"There is some centroid offset, but there is no star there.",4.44,2.0,1,0.84,0.01,6.52263,2.67802,2986.0,5349.5,38.6,13201.6,16.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.845234+00:00,2018-12-20 19:39:10.040058+00:00
qlp,198077394,00322.01,PC,63.825187,-56.253756,10.671,0.019,1355.68563,0.00157,3.99076,0.0005,3.752,0.622,2942.91,2.97196,2,not synchronized; no GAIA radius,3.72,0.12,1,,,,,1783.0,5937.3,80.0,1677.8,49.0,False,3,4,3,3,4,4,4,2018-09-28 18:08:56.792466+00:00,2018-12-20 19:39:10.004030+00:00
qlp,251852984,00323.01,PC,8.202822,-32.059327,13.272,0.018,1355.57459,0.00404,2.77422,0.0008,1.71,0.32,4575.49,15.247,2,none,,,1,0.72,0.06,5.32996,0.533207,951.0,4676.8,190.9,135.912,12.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.763456+00:00,2018-12-20 19:39:09.968387+00:00
qlp,156002449,00324.01,PC,8.481881,-50.729261,13.344,0.019,1357.7274,0.00166,5.2852,0.00063,4.869,0.145,25198.7,5.90152,2,Big;,4.32,,1,1.28,0.16,22.3283,2.82111,1410.0,6145.6,395.7,657.719,59.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.742915+00:00,2018-12-20 19:39:09.932779+00:00
qlp,66413476,00325.01,PC,13.876994,-33.512212,11.884,0.018,1357.72126,0.00274,4.36924,0.0008,1.679,0.224,13626.8,1823.54,2,There might be some odd even difference.,,,1,0.86,0.04,10.9944,4.0623,1028.0,4454.0,117.0,185.743,22.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.720967+00:00,2018-12-20 19:39:09.897063+00:00
qlp,144336525,00326.01,PC,356.114886,-46.866585,11.699,0.018,1354.25954,0.00091,0.24733,1e-05,0.499,0.063,6445.33,758.25,2,really short period.,3.75,0.12,1,1.25,0.06,11.0751,3.83251,3430.0,6316.0,152.4,22981.4,36.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.700781+00:00,2018-12-20 19:39:09.861126+00:00
qlp,206669860,00327.01,PC,343.633006,-34.502741,13.402,0.018,1362.96027,0.00415,10.06378,0.00509,2.045,0.602,12453.2,100.978,2,two events; odd even?,4.35,,1,1.34,0.3,16.4513,3.93706,706.0,5954.0,685.8,41.4314,13.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.272029+00:00,2018-12-20 19:39:09.825493+00:00
qlp,139357541,00328.01,PC,349.487672,-43.92556,12.724,0.018,1355.80666,0.00294,4.47894,0.00109,1.311,0.229,12404.7,1287.53,2,V-shaped,4.31,,1,1.14,0.08,14.0072,4.61112,1180.0,6254.0,212.7,322.457,16.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.640667+00:00,2018-12-20 19:39:09.789627+00:00
qlp,169765334,00329.01,PC,351.32088,-15.634658,10.653,0.018,1354.94883,0.01313,5.7018,0.00449,4.452,0.881,3739.38,460.686,2,none,4.02,0.12,1,1.58,0.04,10.6252,3.74137,2154.0,5560.7,77.8,3577.39,9.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.252280+00:00,2018-12-20 19:39:09.753756+00:00
qlp,27966179,00330.01,PC,358.751494,-22.538712,12.721,0.02,1355.6917,0.00101,4.27958,0.00034,2.499,0.276,14349.8,19.8844,2,none,,,1,0.7,0.02,9.1794,0.44722,850.0,4309.5,68.8,86.7962,48.0,False,3,4,3,3,4,4,4,2018-10-02 01:49:35.232396+00:00,2018-12-20 19:39:09.717614+00:00
qlp,262531275,00331.01,PC,20.41931,-42.481733,12.963,0.019,1356.00813,0.00468,2.48421,0.00074,1.554,0.601,4987.6,395.597,2,possible centroid offset; the fainter star to the north has a smaller radius than the target.,4.39,,1,1.88,0.1,14.5824,4.17366,1465.0,5476.0,141.9,766.503,13.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.600067+00:00,2018-12-20 19:39:09.681729+00:00
qlp,139285832,00332.01,PC,348.058743,-44.876365,11.458,0.018,1325.80984,0.00201,0.77707,5e-05,1.408,0.218,1319.72,1.5785,2,none,4.47,2.0,1,0.99,0.1,3.97103,0.413995,1817.0,5106.5,258.2,1813.39,28.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.579582+00:00,2018-12-20 19:39:09.646064+00:00
qlp,224245334,00333.01,PC,353.357466,-41.171509,11.474,0.019,1355.55844,0.00559,3.79069,0.00166,2.661,0.472,1026.28,4.78334,2,none,4.29,0.42,1,1.17,0.09,4.11909,0.410883,1340.0,6023.0,224.7,536.618,9.0,False,3,4,3,3,4,4,4,2018-10-03 02:14:38.560012+00:00,2018-12-20 19:39:09.610262+00:00
qlp,233964642,00334.01,PC,36.498808,-63.64756,9.542,0.019,1325.44586,0.00138,17.91563,0.00097,1.974,0.059,62574.1,536.592,2,v-shaped; source is possibly 233964643,4.11,0.31,1,1.6,0.05,44.0053,4.32254,688.0,6090.2,99.1,37.258,141.0,False,3,4,3,3,4,4,4,2018-09-29 02:24:31.234532+00:00,2018-12-20 19:39:09.574417+00:00
