TIC ID|CTOI|MASTER|SG1A|SG1B|SG2|SG3|SG4|SG5|User Disposition|TFOPWG Disposition|TESS Mag|TESS Mag err|RA|Dec|PM RA (mas/yr)|PM RA err (mas/yr)|PM Dec (mas/yr)|PM RA (mas/yr)|Midpoint (BJD)|Midpoint err|Period (days)|Period (days) Error|Depth mmag|Depth mmag Error|Depth ppm|Depth ppm Error|Duration (hrs)|Duration (hrs) Error|Inclination (deg)|Inclination (deg) Error|Impact Param|Impact Param Error|Rad_p/Rad_s|Rad_p/Rad_s Error|a/Rad_s|a/Rad_s Error|Radius (R_Earth)|Radius (R_Earth) Error|Mass (M_Earth)|Mass (M_Earth) Error|Insolation (Earth Flux)|Insolation (Earth Flux) Error|Equilibrium Temp (K)|Equilibrium Temp (K) Error|Fitted Stellar Density (g/cm^3)|Fitted Stellar Density (g/cm^3) Error|Semi-Major Axis (AU)|Semi-Major Axis (AU) Error|Eccentricity|Eccentricity (Error)|Arg of Periastron|Arg of Periastron Error|Time of Periastron (BJD)|Time of Periastron (BJD) Error|Velocity Semi-amp (m/s)|Velocity Semi-amp (m/s) Error|Stellar Distance (pc)|Stellar Distance (pc) err|Stellar Eff Temp (K)|Stellar Eff Temp (K) err|Stellar log(g) (cm/s^2)|Stellar log(g) (cm/s^2) err|Stellar Radius (R_Sun)|Stellar Radius (R_Sun) err|CTOI lastmod|User|Group|Tag|Notes
139468902|139468902.01||||||||PC||6.9729|0.006|337.565787|-42.291071|31.374|0.057|-0.359|0.07|2458325.6366||0.4645833||1.001979||922.431003625155||3.96666666666667||||||||||8.42035525379225||||||||||||||||||||151.151|1.0555|10536|253.483|4.25706|.0622919|2.03136|.0527513|2019-08-02 00:39:26|lipponen||5065|sector1
139468902|139468902.02||||||||PC||6.9729|0.006|337.565787|-42.291071|31.374|0.057|-0.359|0.07|2458325.8658||0.4569444||0.174322||160.543413750362||2.26666666666667||||||||||3.51285089007849||||||||||||||||||||151.151|1.0555|10536|253.483|4.25706|.0622919|2.03136|.0527513|2019-08-02 00:39:26|lipponen||5065|sector1
139771134|139771134.01||||||||PC||12.5093|0.006|324.128236|-52.513101|20.985|0.027|-16.051|0.027|2458335.2118|.0011|0.91331|0.00002|5.988031|0.32577|5500|300|0.504||||||||||||||||||||||||||||||211.794|.867|4540.87|129.529|4.52039|.101062|.771805|.0622764|2019-04-23 14:08:06|feinstein||3349|Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.
139825840|139825840.01||||||||PC||5.64|0.006|324.998709|-52.358977|-17.624|0.288|5.887|0.273|2458328.538||7.668056||3230.198976||948958.854825671||11.7666666666667||||||||||247.800035173012||||||||||||||||||||193.947|5.67|5986|122|||9.70276||2019-05-25 09:17:28|lipponen||3787|sector1
139825840|139825840.02||||||||PC||5.64|0.006|324.998709|-52.358977|-17.624|0.288|5.887|0.273|2458332.363||7.701389||3539.417436||961608.681686904||12.5||||||||||214.910518304246||||||||||||||||||||193.947|5.67|5986|122|||9.70276||2019-05-25 09:17:28|lipponen||3787|sector1
140659980|140659980.01||||||||PC||8.984901|0.006|72.473479|-72.4627|8.85|0.249|-18.881|0.299|2458328.2744||9.441667||3343.066778||953998.362753968||3.73333333333333||||||||||48.9076011158784||||||||||||||||||||148.437|3.4825|5642.4|120.574|3.84857|.0827912|1.97128|.112251|2019-06-06 03:40:31|lipponen||3787|sector1
140659980|140659980.02||||||||PC||8.984901|0.006|72.473479|-72.4627|8.85|0.249|-18.881|0.299|2458332.7438||9.4375||3863.672753||971520.595854139||4.5||||||||||38.4817812344671||||||||||||||||||||148.437|3.4825|5642.4|120.574|3.84857|.0827912|1.97128|.112251|2019-06-06 03:40:31|lipponen||3787|sector1
141268467|141268467.01||||||||PC||7.7088|0.006|82.513908|-76.248677|34.769|0.048|7.278|0.05|2458326.4592||4.180556||880.249529||555470.907963205||5.23333333333333||||||||||140.325634230608||||||||||||||||||||103.385|.2655|6235|129.514|3.96438|.0855841|1.89774|.0874774|2019-05-25 09:17:28|lipponen||3787|sector1
141268467|141268467.02||||||||PC||7.7088|0.006|82.513908|-76.248677|34.769|0.048|7.278|0.05|2458328.555||4.175||837.010845||537410.615908896||5.3||||||||||143.365889192342||||||||||||||||||||103.385|.2655|6235|129.514|3.96438|.0855841|1.89774|.0874774|2019-05-25 09:17:28|lipponen||3787|sector1
141622065|141622065.01||||||||PC||9.7993|0.006|89.228761|-73.342553|1.301|0.039|20.042|0.042|2458326.2894||2.952083||2069.318393||851313.121939464||5.3||||||||||60.0093161304443||||||||||||||||||||529.022|6.0225|6640.1|112.697|3.46823|.0911074|3.61396|.155|2019-06-06 03:40:31|lipponen||3787|sector1
141622065|141622065.02||||||||PC||9.7993|0.006|89.228761|-73.342553|1.301|0.039|20.042|0.042|2458330.6977||3.000694||1901.806468||826508.815289122||6.5||||||||||64.8217964112059||||||||||||||||||||529.022|6.0225|6640.1|112.697|3.46823|.0911074|3.61396|.155|2019-06-06 03:40:31|lipponen||3787|sector1
141708335|141708335.01||||||||PC||12.055|0.007|90.457282|-77.299522|-12.543|0.056|-161.781|0.073|2458352.46295|.00237|4.761678|0.000568|||0|0|0.1|0.007|90.14|1.42|-.038|.393|.0443|.0016|15.9|1|2.05|.1|||10.5|.9|501.5|10.6|||.043|.0001|0|0|||||||48.7639|.1019|3325|157|4.805|.0048158|.423791|.0126415|2019-06-10 08:31:44|cloutier||4044|new CTOI from ORION (https://arxiv.org/abs/1812.08145)
141809359|141809359.01||||||||PC||11.3725|0.006|92.642723|-73.786636|-1.612|0.036|-4.822|0.043|2458328.0977||12.14861||40.293009||36431.0509423523||3.86666666666667||||||||||16.1652683042187||||||||||||||||||||983.334|19.8135|4707|122|||6.30857||2019-06-22 00:19:17|lipponen||3787|sector1
141809359|141809359.02||||||||PC||11.3725|0.006|92.642723|-73.786636|-1.612|0.036|-4.822|0.043|2458335.9615||12.16111||11.89912||10899.6577431383||3.86666666666667||||||||||8.84206082046754||||||||||||||||||||983.334|19.8135|4707|122|||6.30857||2019-06-22 00:19:17|lipponen||3787|sector1
141943694|141943694.01||||||||PC||11.3597|0.006|95.431298|-75.657206|-2.538|0.037|10.174|0.047|2458598.089||1.8362720000000001||2.852172||2623.5||1.2||||||.05038043925||||12.83816744||||||||||||||||||||1006.1|22.731|8656|159.417|4.05356|.0715812|2.29342|.0811608|2019-06-21 22:58:50|galgano||4210|vetted with DAVE (https://arxiv.org/abs/1901.07459)
143924219|143924219.01||||||||PC||8.3245|0.006|332.70319|-48.890693|13.212|0.052|-10.497|0.055|2458326.8171||2.818056||26.050945||23708.2437837818||2.43333333333333||||||||||32.9343632599772||||||||||||||||||||146.485|.822|6412|127.707|3.9911|.0849677|1.90011|.0801985|2019-08-02 00:39:26|lipponen||3787|sector1
143924219|143924219.02||||||||PC||8.3245|0.006|332.70319|-48.890693|13.212|0.052|-10.497|0.055|2458328.2282||2.815278||1.822606||1677.27433714794||2.33333333333333||||||||||8.75995006077052||||||||||||||||||||146.485|.822|6412|127.707|3.9911|.0849677|1.90011|.0801985|2019-08-02 00:39:26|lipponen||3787|sector1
144000467|144000467.01||||||||PC||8.2307|0.006|336.263647|-53.810946|74.244|0.046|-155.219|0.052|2458327.996||8.883333||119.19455||103970.764554297||5.36666666666667||||||||||53.5084346352232||||||||||||||||||||91.0041|.2843|5701|124.074|4.10221|.0763619|1.48671|.073902|2019-06-22 00:19:17|lipponen||3787|sector1
144000467|144000467.02||||||||PC||8.2307|0.006|336.263647|-53.810946|74.244|0.046|-155.219|0.052|2458333.2946||8.884028||256.046049||210082.782028952||5||||||||||76.0609695820994||||||||||||||||||||91.0041|.2843|5701|124.074|4.10221|.0763619|1.48671|.073902|2019-06-22 00:19:17|lipponen||3787|sector1
144462697|144462697.01||||||||PC||11.8315|0.007|336.348372|-44.594208|10.398|0.046|4.152|0.048|2458325.663||1.233333||943.835612||580757.062712736||3.9||||||||||112.245976915517||||||||||||||||||||794.568|21.7775|7337|155.572|4.20784|.0885738|1.67946|.0798995|2019-06-06 03:40:31|lipponen||3787|sector1
144462697|144462697.02||||||||PC||11.8315|0.007|336.348372|-44.594208|10.398|0.046|4.152|0.048|2458326.2811||1.235417||2688.973878||915974.627010257||3.7||||||||||50.2508174592533||||||||||||||||||||794.568|21.7775|7337|155.572|4.20784|.0885738|1.67946|.0798995|2019-06-06 03:40:31|lipponen||3787|sector1
150030205|150030205.02||||||||PC||9.1059|0.006|90.984276|-60.666335|76.064|0.048|-3.482|0.04|2458344.338||39.3774635|0.0022855|0.481305|0.023452|443.2|21.6|5.137||||.285|.075|||||1.84|.08|||9.24|1.2|444||||.21322|.00129|||||||||59.2293|.07465|5116|122.457|4.57337|.0860203|.793597|.0471155|2019-04-28 11:37:40|spencer||3405|s2n=12
150030205|150030205.03||||||||PC||9.1059|0.006|90.984276|-60.666335|76.064|0.048|-3.482|0.04|2458327.101||10.868243||0.140721|0.003909|129.6|3.6|2.9||||.55|.03|||||1|.03|||51.4|6|682||||.09039||||||||||59.2293|.07465|5116|122.457|4.57337|.0860203|.793597|.0471155|2019-04-28 15:37:18|spencer||3406|Marginal, low s2n PC
150429807|150429807.01||||||||PC||9.6161|0.006|97.060708|-62.528687|-21.61|0.044|87.72|0.047|2458338.348||||3272.59571||950913.539656841||6.86666666666667||||||||||||||||||||||||||||||124.185|.305|5407|132.277|4.2497|.0826954|1.20433|.0648317|2019-05-25 09:17:28|lipponen||3787|sector1
150442264|150442264.01||||||||PC||6.2927|0.006|97.794246|-61.87949|-9.142|0.149|12.087|0.166|2458328.3077||1.652778||5419.25442||993203.297951734||2.5||||||||||||||||||||||||||||||434.11|12.895|||||||2019-05-25 09:17:28|lipponen||3787|sector1
150442264|150442264.02||||||||PC||6.2927|0.006|97.794246|-61.87949|-9.142|0.149|12.087|0.166|2458328.3049||2.981944||5437.118015||993314.209034737||2.23333333333333||||||||||||||||||||||||||||||434.11|12.895|||||||2019-05-25 09:17:28|lipponen||3787|sector1
152223725|152223725.01||||||||PC||9.3148|0.007|312.27952|-33.731786|3.805|0.074|1.698|0.053|2458327.6764||4.431944||121.753363||106079.99870739||10.6666666666667||||||||||59.0300136509334||||||||||||||||||||643.91|21.211|7708|157.149|3.44331|.0861901|4.22881|.195377|2019-08-02 00:39:26|lipponen||3787|sector1
152223725|152223725.02||||||||PC||9.3148|0.007|312.27952|-33.731786|3.805|0.074|1.698|0.053|2458329.8916||4.440278||859.931959||547074.03700644||14.1||||||||||134.053816570254||||||||||||||||||||643.91|21.211|7708|157.149|3.44331|.0861901|4.22881|.195377|2019-08-02 00:39:26|lipponen||3787|sector1
152283270|152283270.01||||||||PC||7.503|0.018|329.231519|-35.359835|16.8|1.1|-1.3|1.2|2458336||||10.903477||9992.216||8.6||||||||||7.3||||||||||||||||||||198.807||||||||2019-04-22 08:27:21|lipponen||3264|drop_in_two_phases
153065527|153065527.02||||||||PC||11.2828|0.007|49.262643|-42.244149|41.675|0.055|-412.827|0.074|2458388.699007||3.307134||0.998087|0.107765|918.85|99.25|1.081||||.71|.09|||||1.38|.19|||17.86|4.57|524||||.03279|.001|||||||||31.0597|.03405|3324|157|4.83718|.0026576|.388609|.0116001|2019-04-29 06:41:25|spencer||3411|s2n=6.1, in a 4:1 resonance with TOI-406.01
154671430|154671430.01|||||3|||PC||12.8402|0.01|122.310616|-29.552349|-5.262|0.025|7.27|0.029|2458491.9883071855|.004925849149003625|1.1643796061428282|0.0003918466132653009|2.434035|0.204429|2239.317779864979|188.26818031435008|2.241624230246844|0.5511291314729119|83.56238650909211|6.285409553379012|.4317799472487479|.4269431598238073|.047321430450325344|.002813222375466322|3.851007453601661|.6938347916268184|5.90193371738198|.4535099222526078|||||||||||||||||||665.486|8.3835|6274|136.891|4.40802|.0901934|1.14342|.0556684|2019-11-25 14:34:17|bouma|tfopwg|5722|Cand super-Neptune in NGC2527 (CG18). CMD shows a bit faint. RA/dec show on outskirts. (CDIPS; Bouma+19).
160036449|160036449.01||||||||PC||10.8022|0.006|336.752435|-37.188396|27.218|0.074|-6.323|0.098|2458325.8826||1.896528||2896.24439||930577.181116941||4.33333333333333||||||||||||||||||||||||||||||590.191|22.12|7517|135.094|4.09957|.086952|1.94211|.0947134|2019-06-06 03:40:31|lipponen||3787|sector1
160036449|160036449.02||||||||PC||10.8022|0.006|336.752435|-37.188396|27.218|0.074|-6.323|0.098|2458326.8312||1.89375||876.087937||553763.772772034||5.3||||||||||||||||||||||||||||||590.191|22.12|7517|135.094|4.09957|.086952|1.94211|.0947134|2019-06-06 03:40:31|lipponen||3787|sector1
165110772|165110772.01||||||||PC||8.7359|0.006|323.011412|-37.76989|40.287|0.11|-15.455|0.097|2458325.9025||0.06111111||2.421828||2228.1||0.833333333333333||||||||||9.6||||||||||||||||||||146.687|1.6475|7322|135.23|4.41755|.0817614|1.31921|.0491557|2019-08-02 00:39:26|lipponen||5065|sector1
167692429|167692429.01||||||||PC||10.507|0.006|102.716048|-63.431044|1.822|0.065|15.988|0.045|2458330.598||10.25694||1798.880994||809257.442037618||7.33333333333333||||||||||53.1368521986926||||||||||||||||||||695.083|15.703|6473.9|116.592|3.4807|.0926003|3.45916|.16614|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
167692429|167692429.02||||||||PC||10.507|0.006|102.716048|-63.431044|1.822|0.065|15.988|0.045|2458335.3271||10.25972||2511.520015||901055.423519387||8||||||||||38.2708421658676||||||||||||||||||||695.083|15.703|6473.9|116.592|3.4807|.0926003|3.45916|.16614|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
167792080|167792080.01||||||||PC||11.7956|0.006|104.131271|-63.113121|-2.337|0.037|16.834|0.051|2458597.256||3.253503||5.970891||5484.3||4.56||||||.07284202608||||15.282095199999999||||||||||||||||||||600.149|7.0785|6028.44|117.312|3.9352|.0811253|1.88818|.0912413|2019-06-21 23:04:34|galgano||4210|vetted with DAVE (https://arxiv.org/abs/1901.07459)
176956893|176956893.01||||||||PC||11.4057|0.006|100.833125|-66.947656|2.327|0.042|4.494|0.044|||6.907|0.001|1.629827|0.32577|1500|300|8||||.32||.032|.01|7.2||11.2|.3|||||||||||||||||||788.317|13.197|5720.85|123.262|3.44967|.0771706|3.15138|.169143|2019-10-22 14:02:28|grunblatt||6340|new CTOI
180412528|180412528.01||||||||PC||10.758|0.04|11.350583|-77.868782|249.76|2|48.22|2|2458326.2912||4.5875||65.256956||58333.289431563||1.76666666666667||||||||||13.3304933226538||||||||||||||||||||61.21389||||4.76573|.345937|.506|.075|2019-06-22 00:19:17|lipponen||3787|sector1
180412528|180412528.02||||||||PC||10.758|0.04|11.350583|-77.868782|249.76|2|48.22|2|2458328.605||4.588889||42.219889||38139.6018071068||1.83333333333333||||||||||10.7789402709416||||||||||||||||||||61.21389||||4.76573|.345937|.506|.075|2019-06-22 00:19:17|lipponen||3787|sector1
191672086|191672086.01||||||||PC||13.6497|0.007|135.875203|-39.29472|-131.895|0.077|87.084|0.064|2458522.49899|.00379|2.683393|0.000814|||0|0|0.083|0.007|90.02|1.49|-.004|.304|.1251|.0061|11.7|1|5.55|.31|||25.8|2.2|627.9|13.1|||.0288|.0001|0|0|||||||103.944|.454|3488|157|4.82331|.00382026|.403645|.0121815|2019-06-10 08:56:06|cloutier||4047|new CTOI from ORION (https://arxiv.org/abs/1812.08145)
200516835|200516835.01||||||||PC||15.1073|0.009|82.800881|11.761465|-0.923|0.159|-5.249|0.124|2458471.48338305|.0043373717926442614|3.77847309049988|0.0017696716353456934|47.569204|3.80187|42866.93778231694|3495.5282603005107|2.1344321103638446|0.450521427740929|88.72684612619051|1.3261920803628369|.34772126405694764|.3658848930895279|.20704332344298607|.011938137852430421|15.649797648936564|2.3477216836711365|12.509697154838555|.8461574978662721|||||||||||||||||||274.363|7.027|3266|157|4.69055|.0129958|.55393|.0195883|2019-09-18 09:12:28|bouma|tfopwg|5723|Cand HJ, Zari+18 PMS star. Main worry is stellar-mass EB. Rot period similar to orbital period.  (CDIPS; Bouma+19)
201234926|201234926.01||||||||PC||11.5159|0.006|359.873598|-53.609722|61.723|0.033|-116.91|0.037|2458332.873||14.09444||2380.66358||888381.914788541||3||||||||||24.8093876835618||||||||||||||||||||113.02|.3335|4112|127.543|4.40174|.118168|.834169|.0824621|2019-05-25 09:17:28|lipponen||3787|sector1
201256771|201256771.01||||||||PC||11.3801|0.006|1.818709|-58.457347|41.15|0.046|-8.019|0.04|2458325.5754||3.754861||84.342866||74741.9897637244||4.7||||||||||24.7200119248755||||||||||||||||||||625.964|11.4445|4978.94|49.5776|||3.15786||2019-06-22 00:19:17|lipponen||3787|sector1
201256771|201256771.02||||||||PC||11.3801|0.006|1.818709|-58.457347|41.15|0.046|-8.019|0.04|2458327.4449||3.766667||97.593844||85965.764935027||6.06666666666667||||||||||26.5111834068642||||||||||||||||||||625.964|11.4445|4978.94|49.5776|||3.15786||2019-06-22 00:19:17|lipponen||3787|sector1
201293780|201293780.01||||||||PC||9.7546|0.006|3.237504|-57.356692|53.202|0.048|8.261|0.045|2458325.7476||0.9402778||4539.201726||984713.104045714||1.5||||||||||18.1346688403116||||||||||||||||||||162.564|.6995|5962|133.658|4.2984|.0798071|1.22616|.0575427|2019-05-25 09:17:28|lipponen||3787|sector1
201293780|201293780.02||||||||PC||9.7546|0.006|3.237504|-57.356692|53.202|0.048|8.261|0.045|2458327.1546||0.8840278||5379.400696||992949.178478768||1.4||||||||||12.3160043933233||||||||||||||||||||162.564|.6995|5962|133.658|4.2984|.0798071|1.22616|.0575427|2019-05-25 09:17:28|lipponen||3787|sector1
204497617|204497617.01||||||||PC||11.7963|0.006|326.799031|-32.896428|6.086|0.075|-3.448|0.06|2458327.5359||1.590278||1693.090617||789736.565975864||2.9||||||||||50.0171987356449||||||||||||||||||||501.012|13.04|6323|128.959|4.25884|.0888162|1.37426|.0723392|2019-06-06 03:40:31|lipponen||3787|sector1
204497617|204497617.02||||||||PC||11.7963|0.006|326.799031|-32.896428|6.086|0.075|-3.448|0.06|2458326.7428||3.179861||3829.737252||970616.393500395||2.53333333333333||||||||||18.6977796821621||||||||||||||||||||501.012|13.04|6323|128.959|4.25884|.0888162|1.37426|.0723392|2019-06-06 03:40:31|lipponen||3787|sector1
206462116|206462116.01||||||||PC||9.181|0.034|330.866199|-21.701759|14.2|2.8|-7.7|2.8|2458326.4844||2.973611||3135.563672||944310.34453511||4.23333333333333||||||||||||||||||||||||||||||215.378||||||||2019-05-25 09:17:28|lipponen||3787|sector1
206462116|206462116.02||||||||PC||9.181|0.034|330.866199|-21.701759|14.2|2.8|-7.7|2.8|2458327.9678||2.969444||5393.593895||993040.749940651||4.16666666666667||||||||||||||||||||||||||||||215.378||||||||2019-05-25 09:17:28|lipponen||3787|sector1
206556127|206556127.01||||||||PC||8.8209|0.006|333.660597|-21.697315|163.616|0.376|190.265|0.39|2458326.4177||1.10625||2131.556774||859596.708082104||2||||||||||22.602227472557||||||||||||||||||||37.6247|.33595|3954|126.782|4.19169|.121857|1.04564|.109548|2019-06-06 03:40:31|lipponen||3787|sector1
206660104|206660104.01||||||||PC||9.63865|0.007|342.850152|-34.327495|246.248|0.095|-183.692|0.096|2458379.7842|.0079|13.4507|0.0081|||||||90|.49|||.021|.001|27.84|1.82|1.21|.08|||5.2|.4|||||||||||||||24.3544|.0326|3673|157|4.72514|.00866283|.51404|.0153418|2019-02-21 16:06:50|christiansen||2163|Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf
207080350|207080350.01||||||||PC||7.0938|0.006|320.919203|-39.778967|39.051|0.066|-38.416|0.086|2458332.7844||9.105556||443.05774||335068.505204815||5.66666666666667||||||||||131.636717528003||||||||||||||||||||104.207|.5125|6978|150.213|3.98346|.0939702|2.08762|.101608|2019-08-02 00:39:26|lipponen||3787|sector1
207080350|207080350.02||||||||PC||7.0938|0.006|320.919203|-39.778967|39.051|0.066|-38.416|0.086|2458329.9052||18.38194||345.186771||272345.378998325||7.13333333333333||||||||||118.678007303729||||||||||||||||||||104.207|.5125|6978|150.213|3.98346|.0939702|2.08762|.101608|2019-08-02 00:39:26|lipponen||3787|sector1
211380233|211380233.01||||||||PC||12.1074|0.007|321.019977|-30.619304|-398.432|0.096|-518.99|0.078|2458329.7986||4.590278||6442.741003||997352.087688554||3.33333333333333||||||||||2.03187902159416||||||||||||||||||||33.4257|.0924|3416|157|4.93852|.00704703|.288607|.00874284|2019-05-21 08:49:47|lipponen||3625|continious_drop_in_lc
212323118|212323118.01||||||||PC||13.9194|0.007|309.894438|-26.11214|28.206|0.138|13.002|0.096|2458343.911|.004|169|14|14.317128|2.82659|13100|2600|3.82|0.1|||||.114|.011|||2.7|.3|||||||||.343|.019|||||||||48.1045|.21215|3173|157|5.03274|.020193|.218318|.00669119|2019-04-05 15:23:41|damboiu||3060|Identified from a single transit event
214299966|214299966.01||||||||PC||10.4589|0.006|339.168106|-36.944073|22.624|0.066|4.217|0.062|2458327.0339||3.068056||4594.788105||985476.049571035||1.76666666666667||||||||||16.0949265883722||||||||||||||||||||296.473|4.9015|6181|126.874|4.14277|.0846509|1.52612|.0728141|2019-06-06 03:40:31|lipponen||3787|sector1
214517366|214517366.01||||||||PC||10.4831|0.006|340.440146|-38.483848|-27.86|0.101|-152.606|0.117|2458330.959||||3538.464424||961574.968670588||3.56666666666667||||||||||17.3022093221642||||||||||||||||||||92.2188|.62215|4614|124.886|4.47588|.0952772|.818007|.0622865|2019-06-06 03:40:31|lipponen||3787|sector1
219308281|219308281.01||||||||PC||11.7229|0.006|316.773143|-54.081505|-0.429|0.06|-7.517|0.049|2458326.8172||2.860417||191.53871||161728.85717196||8.03333333333333||||||||||48.3253364205921||||||||||||||||||||1073.07|41.22|6524|131.463|3.64312|.0991172|2.89086|.170211|2019-06-22 00:19:17|lipponen||3787|sector1
219308281|219308281.02||||||||PC||11.7229|0.006|316.773143|-54.081505|-0.429|0.06|-7.517|0.049|2458328.2463||2.851389||1499.701177||748742.213747439||8.53333333333333||||||||||103.979395151146||||||||||||||||||||1073.07|41.22|6524|131.463|3.64312|.0991172|2.89086|.170211|2019-06-22 00:19:17|lipponen||3787|sector1
220388567|220388567.01||||||||PC||9.1763|0.006|337.301915|-56.869855|-19.903|0.062|2.091|0.071|2458326.2222||1.829167||1274.328295||690779.212350764||5.53333333333333||||||||||172.833047932492||||||||||||||||||||308.79|4.678|6871|136.629|3.83307|.0906027|2.44959|.103392|2019-06-06 03:40:31|lipponen||3787|sector1
220408612|220408612.01||||||||PC||7.7421|0.006|70.477096|-58.020808|66.205|0.063|-11.99|0.083|||20.427938||0.163959|0.004343|151|4|3.775||||.765|.03|||||1.6|.05|||55.3|7|695||||.1493||||||||||55.5867|.1267|5545.71|108.146|4.27632|.0694678|1.19258|.0545226|2019-04-06 08:47:36|spencer||3074|Marginal PC
220408612|220408612.02||||||||PC||7.7421|0.006|70.477096|-58.020808|66.205|0.063|-11.99|0.083|2458411.379581||59.992133||0.232481|0.005972|214.1|5.5|6.335||||.66|.04|||||1.91|.11|||13.15|1.7|485||||.30618|.00096|||||||||55.5867|.1267|5545.71|108.146|4.27632|.0694678|1.19258|.0545226|2019-04-27 11:41:31|spencer||3074|Marginal PC
220474209|220474209.01||||||||PC||10.2897|0.006|75.385121|-59.512553|23.83|2|58.33|2|2458325.8915||0.98125||22.250373||20284.7888947952||1.6||||||||||18.0039872819751||||||||||||||||||||189.208||5843||||1.1589||2019-08-02 00:39:26|lipponen||3787|sector1
220474209|220474209.02||||||||PC||10.2897|0.006|75.385121|-59.512553|23.83|2|58.33|2|2458325.4026||0.9423611||78.633473||69863.6631012084||1.83333333333333||||||||||33.4125120014168||||||||||||||||||||189.208||5843||||1.1589||2019-08-02 00:39:26|lipponen||3787|sector1
220523550|220523550.01||||||||PC||11.1117|0.006|42.562613|-65.206962|7.649|0.036|5.839|0.033|2458330.9182||13.52361||6639.963033||997791.920087469||5.63333333333333||||||||||7.58753117786492||||||||||||||||||||389.304|2.8275|6352.8|105.144|4.23041|.083887|1.42566|.0609422|2019-06-06 03:40:31|lipponen||3787|sector1
220523550|220523550.02||||||||PC||11.1117|0.006|42.562613|-65.206962|7.649|0.036|5.839|0.033|2458337.7558||13.49514||3407.941964||956666.555222275||5.7||||||||||33.6128008555898||||||||||||||||||||389.304|2.8275|6352.8|105.144|4.23041|.083887|1.42566|.0609422|2019-06-06 03:40:31|lipponen||3787|sector1
220567625|220567625.01||||||||PC||7.3545|0.006|46.208835|-65.184545|-23.569|0.047|39.189|0.054|2458344.8779||19.44444||3323.88051||953178.233360152||7||||||||||65.9022333030298||||||||||||||||||||127.784|.4925|6209.74|142.411|3.63177|.0883379|2.76009|.143457|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
220567625|220567625.02||||||||PC||7.3545|0.006|46.208835|-65.184545|-23.569|0.047|39.189|0.054|2458335.0236||||7039.366728||998471.54270527||6.33333333333333||||||||||11.9070146703838||||||||||||||||||||127.784|.4925|6209.74|142.411|3.63177|.0883379|2.76009|.143457|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
229808144|229808144.01||||||||PC||10.0221|0.6|354.217056|-69.540151|-0.871|0.07|8.36|0.063|2458337.3433||11.61111||70.251519||62655.1613510401||4.8||||||||||76.9550369620887||||||||||||||||||||409.821|6.737|||||||2019-06-22 00:19:17|lipponen||3787|sector1
229808144|229808144.02||||||||PC||10.0221|0.6|354.217056|-69.540151|-0.871|0.07|8.36|0.063|2458331.3489||11.60764||18.714596||17089.0766932536||4.73333333333333||||||||||40.1899924089187||||||||||||||||||||409.821|6.737|||||||2019-06-22 00:19:17|lipponen||3787|sector1
231279823|231279823.01||||||||PC||8.70466|0.007|42.539739|-53.136803|-114.609|0.04|503.079|0.043|2458361.64103|.00104|5.97607|0.00073|||0|0|0.116|0.002|89.98|.47|.005|.14|.0363|.0005|17.2|.3|1.83|.06|||11.8|1|516.5|10.5|||.0516|.0001|0|0|||||||13.2017|.0042|3592|157|4.77196|.00654705|.460762|.0136682|2019-06-10 08:31:44|cloutier||4044|new CTOI from ORION (https://arxiv.org/abs/1812.08145)
231714759|231714759.01||||||||PC||9.3827|0.006|352.59283|-58.426307|15.424|0.053|-6.084|0.056|2458327.2661||5.486111||3091.802607||942019.900408304||7.13333333333333||||||||||121.31161162739||||||||||||||||||||448.951|6.651|7087|142.892|3.65667|.0857282|3.0807|.130713|2019-06-06 03:40:31|lipponen||3787|sector1
231714759|231714759.02||||||||PC||9.3827|0.006|352.59283|-58.426307|15.424|0.053|-6.084|0.056|2458330.0022||5.459722||578.900274||413267.844291161||11.6333333333333||||||||||385.907162312388||||||||||||||||||||448.951|6.651|7087|142.892|3.65667|.0857282|3.0807|.130713|2019-06-06 03:40:31|lipponen||3787|sector1
231833061|231833061.01||||||||PC||10.9619|0.006|24.007409|-65.690833|53.431|0.047|3.428|0.041|2458333.6009||||2131.635561||859606.896215939||11.3333333333333||||||||||43.3579210971557||||||||||||||||||||128.586|.419|4580|124.132|4.34877|.0966917|.9404|.0700326|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
231833061|231833061.02||||||||PC||10.9619|0.006|24.007409|-65.690833|53.431|0.047|3.428|0.041|2458346.5177||||763.021636||504787.788125685||3||||||||||81.4312752107359||||||||||||||||||||128.586|.419|4580|124.132|4.34877|.0966917|.9404|.0700326|2019-05-12 09:25:49|lipponen||3542|firstBulkUpload
231860752|231860752.01||||||||PC||8.582|0.018|28.867949|-63.077165|3.248|0.071|11.734|0.084|2458327.8089||0.9888889||11.36239||10410.5787775296||2.03333333333333||||||||||35.7285276708305||||||||||||||||||||302.8677|36.5461|||||||2019-06-22 00:19:17|lipponen||3787|sector1
