**************************************************
All Kharchenko+ 2013 clusters in sector 5:

Name            d         logt        N1sr2  total_sectors_obsd
         FSR_1474       1079.0        7.525         44.0                   2
         Pismis_6       1668.0        7.580        276.0                   2
         FSR_1518       1819.0        7.600         78.0                   2
        Loden_624       1423.0        7.600        999.0                   2
          DBSB_47       1669.0        7.650         28.0                   2
          ASCC_61       1702.0        7.665        111.0                   2

**************************************************
All Kharchenko+ 2013 clusters in sector 12:

Name            d         logt        N1sr2  total_sectors_obsd
   NGC_1641        985.0        9.520         78.0                  12
   NGC_1557       1820.0        9.500         20.0                  11
   FSR_1514       2754.0        9.500         30.0                  11
   FSR_1470       1055.0        8.630         52.0                  10
   NGC_2132       1003.0        9.045         52.0                  10
